344
7 1
1 0 
3 1 27
4 1 27
4 1 30
2 1 30
4 1 30
4 1 31
1 1 28
1 1 28
1 1 28
1 1 29
1 1 29
1 1 29
1 1 27
1 1 27
1 1 30
1 1 30
1 1 30
1 1 30
1 1 31
1 1 31
1 1 0
1 1 0
1 1 0
1 1 0
1 1 0
39 1
3 0 
1 1 33
3 1 33
3 1 33
3 1 33
3 1 33
3 1 34
3 1 34
3 1 33
3 1 35
3 1 33
3 1 36
1 1 36
3 1 36
3 1 36
3 1 37
3 1 36
3 1 36
3 1 36
3 1 38
3 1 36
1 1 33
1 1 33
1 1 34
1 1 34
1 1 35
1 1 35
1 1 37
1 1 37
1 1 36
1 1 36
1 1 38
1 1 38
3 1 0
3 1 0
1 1 0
3 1 0
1 1 0
1 1 0
16 1
1 0 
3 1 13
4 1 14
3 1 13
4 1 15
1 1 15
1 1 14
1 1 14
1 1 14
1 1 13
1 1 13
1 1 15
1 1 15
1 1 0
1 1 0
1 1 0
28 1
1 0 
1 1 26
4 1 26
3 1 26
1 1 26
3 1 26
1 1 26
4 1 27
1 1 27
4 1 24
3 1 24
1 1 24
2 1 24
4 1 25
3 1 25
1 1 25
2 1 25
4 1 27
1 1 27
1 1 27
1 1 24
1 1 24
1 1 25
1 1 25
1 1 0
1 1 0
1 1 0
1 1 0
7 1
1 0 
4 1 6
1 1 6
1 1 6
1 1 0
1 1 0
1 1 0
44 1
1 0 
4 1 39
1 1 39
4 1 39
4 1 40
1 1 40
4 1 40
4 1 40
1 1 40
4 1 41
4 1 41
4 1 41
1 1 41
4 1 42
4 1 42
1 1 42
4 1 42
4 1 43
1 1 39
1 1 39
1 1 39
1 1 39
1 1 40
1 1 40
1 1 40
1 1 40
1 1 41
1 1 41
1 1 41
1 1 41
1 1 41
1 1 42
1 1 42
1 1 42
1 1 42
1 1 42
1 1 43
1 1 43
1 1 43
1 1 0
1 1 0
1 1 0
1 1 0
1 1 0
28 1
3 0 
2 1 24
3 1 24
3 1 24
1 1 24
3 1 25
1 1 25
3 1 25
1 1 25
3 1 25
1 1 25
3 1 24
1 1 24
3 1 24
3 1 26
1 1 26
3 1 26
1 1 26
3 1 26
1 1 26
3 1 26
1 1 26
3 1 27
1 1 27
3 1 0
3 1 0
3 1 0
3 1 0
9 1
1 0 
3 1 7
1 1 7
1 1 7
3 1 8
1 1 8
1 1 8
1 1 0
1 1 0
26 1
1 0 
4 1 23
1 1 23
4 1 23
1 1 23
4 1 24
1 1 24
1 1 24
4 1 24
1 1 24
4 1 24
1 1 24
4 1 25
1 1 25
4 1 25
1 1 25
1 1 25
4 1 23
1 1 23
4 1 23
1 1 23
4 1 25
1 1 25
4 1 0
1 1 0
1 1 0
16 1
1 0 
3 1 13
1 1 13
3 1 13
4 1 14
4 1 15
1 1 13
1 1 14
1 1 14
1 1 14
1 1 15
1 1 15
1 1 15
1 1 0
1 1 0
1 1 0
16 1
3 0 
3 1 13
3 1 13
3 1 14
1 1 14
3 1 14
3 1 15
3 1 15
1 1 15
1 1 13
1 1 13
1 1 14
1 1 15
3 1 0
3 1 0
3 1 0
7 1
1 0 
4 1 6
1 1 6
1 1 6
1 1 0
1 1 0
1 1 0
21 1
1 0 
4 1 17
4 1 18
1 1 17
2 1 17
4 1 19
2 1 17
4 1 20
1 1 18
1 1 18
1 1 18
1 1 19
1 1 19
1 1 19
1 1 20
1 1 20
1 1 20
2 1 0
1 1 0
1 1 0
1 1 0
14 1
1 0 
3 1 11
3 1 12
1 1 11
2 1 11
4 1 13
1 1 12
1 1 12
1 1 13
1 1 13
1 1 13
3 1 0
1 1 0
1 1 0
17 1
1 0 
4 1 14
4 1 15
4 1 16
4 1 16
2 1 16
1 1 14
1 1 14
1 1 15
1 1 15
1 1 15
1 1 16
1 1 16
1 1 16
1 1 0
1 1 0
1 1 0
12 1
1 0 
3 1 10
2 1 10
1 1 10
3 1 11
3 1 11
1 1 11
1 1 10
1 1 11
1 1 11
1 1 0
1 1 0
19 1
3 0 
2 1 16
3 1 16
2 1 16
3 1 17
3 1 17
3 1 18
3 1 18
3 1 17
3 1 17
2 1 16
1 1 16
1 1 17
1 1 18
1 1 18
1 1 17
2 1 0
3 1 0
3 1 0
21 1
3 0 
1 1 19
3 1 19
1 1 19
3 1 19
3 1 19
3 1 20
3 1 20
3 1 20
3 1 18
2 1 18
3 1 18
1 1 19
1 1 20
1 1 20
1 1 20
1 1 18
1 1 18
3 1 0
3 1 0
3 1 0
21 1
3 0 
1 1 19
3 1 19
1 1 19
3 1 19
3 1 20
3 1 20
3 1 18
2 1 18
3 1 18
3 1 18
3 1 19
1 1 20
1 1 20
1 1 18
1 1 18
1 1 18
1 1 19
3 1 0
3 1 0
3 1 0
27 1
3 0 
2 1 24
3 1 24
3 1 24
3 1 25
3 1 25
3 1 25
2 1 24
3 1 25
1 1 25
1 1 25
3 1 24
4 1 26
3 1 26
1 1 26
3 1 26
3 1 24
1 1 24
1 1 24
1 1 25
1 1 25
1 1 26
1 1 26
1 1 26
3 1 0
3 1 0
1 1 0
23 1
1 0 
4 1 20
1 1 20
2 1 20
4 1 21
2 1 20
4 1 22
2 1 19
3 1 19
3 1 19
1 1 19
1 1 19
1 1 21
1 1 21
1 1 21
1 1 22
1 1 22
1 1 22
1 1 19
1 1 0
2 1 0
1 1 0
1 1 0
31 1
1 0 
3 1 27
4 1 27
3 1 27
4 1 29
4 1 29
4 1 29
4 1 30
3 1 28
3 1 28
4 1 28
1 1 27
1 1 27
1 1 27
1 1 27
1 1 29
1 1 29
1 1 29
1 1 29
1 1 29
1 1 30
1 1 30
1 1 28
1 1 28
1 1 28
1 1 28
1 1 28
1 1 0
1 1 0
1 1 0
1 1 0
7 1
1 0 
4 1 6
1 1 6
1 1 6
1 1 0
1 1 0
1 1 0
18 1
3 0 
3 1 15
3 1 15
3 1 16
1 1 16
3 1 16
3 1 17
3 1 17
3 1 17
1 1 15
1 1 15
1 1 16
1 1 17
1 1 17
1 1 17
3 1 0
3 1 0
3 1 0
52 1
1 0 
1 1 48
3 1 48
3 1 48
3 1 47
3 1 47
1 1 47
3 1 47
4 1 47
4 1 50
3 1 49
3 1 49
3 1 49
3 1 49
3 1 49
3 1 49
3 1 47
1 1 47
2 1 47
3 1 47
2 1 47
3 1 48
3 1 48
1 1 48
2 1 48
4 1 51
4 1 51
4 1 51
3 1 48
1 1 48
1 1 47
1 1 47
1 1 50
1 1 50
1 1 49
1 1 49
1 1 49
1 1 49
1 1 49
1 1 47
1 1 47
1 1 51
1 1 51
1 1 51
1 1 51
1 1 51
1 1 51
1 1 0
3 1 0
3 1 0
1 1 0
1 1 0
29 1
3 0 
2 1 28
4 1 28
3 1 28
3 1 25
2 1 25
3 1 25
3 1 25
3 1 25
3 1 26
3 1 26
3 1 26
3 1 27
3 1 27
1 1 27
2 1 26
3 1 26
1 1 28
1 1 28
1 1 28
1 1 25
1 1 25
1 1 26
1 1 26
1 1 27
3 1 0
3 1 0
3 1 0
1 1 0
25 1
3 0 
3 1 21
3 1 21
3 1 21
3 1 22
3 1 22
3 1 22
3 1 22
4 1 23
4 1 24
1 1 21
1 1 21
1 1 21
1 1 22
1 1 22
1 1 23
1 1 23
1 1 23
1 1 24
1 1 24
1 1 24
3 1 0
3 1 0
1 1 0
1 1 0
11 1
1 0 
4 1 9
1 1 9
1 1 9
1 1 9
4 1 10
1 1 10
1 1 10
1 1 10
1 1 0
1 1 0
27 1
1 0 
4 1 23
2 1 23
4 1 23
4 1 24
4 1 24
4 1 25
4 1 26
4 1 25
4 1 25
2 1 25
1 1 23
1 1 23
1 1 24
1 1 24
1 1 24
1 1 24
1 1 25
1 1 26
1 1 26
1 1 25
1 1 25
1 1 25
4 1 0
1 1 0
1 1 0
1 1 0
11 1
1 0 
4 1 9
4 1 10
1 1 10
1 1 9
1 1 9
1 1 9
1 1 10
1 1 10
1 1 0
1 1 0
18 1
3 0 
3 1 16
3 1 15
3 1 15
2 1 15
3 1 17
3 1 17
3 1 16
2 1 16
1 1 16
1 1 15
1 1 15
1 1 17
1 1 17
1 1 16
3 1 0
3 1 0
3 1 0
35 1
3 0 
4 1 33
4 1 33
3 1 31
3 1 31
3 1 30
3 1 30
1 1 30
2 1 30
3 1 30
1 1 30
3 1 30
3 1 32
3 1 31
3 1 31
4 1 34
2 1 31
3 1 31
1 1 33
1 1 33
1 1 33
1 1 33
1 1 33
1 1 31
1 1 30
1 1 32
1 1 31
1 1 34
1 1 34
1 1 34
3 1 0
3 1 0
3 1 0
1 1 0
1 1 0
24 1
3 0 
4 1 20
4 1 23
2 1 20
3 1 20
3 1 21
3 1 21
3 1 21
3 1 22
3 1 20
1 1 20
1 1 23
1 1 23
1 1 23
1 1 20
1 1 21
1 1 21
1 1 21
1 1 22
1 1 20
1 1 0
3 1 0
3 1 0
1 1 0
40 1
3 0 
3 1 35
3 1 35
3 1 35
3 1 36
3 1 36
3 1 36
3 1 36
2 1 36
4 1 38
3 1 35
3 1 35
3 1 37
3 1 37
3 1 37
3 1 37
2 1 37
4 1 39
3 1 35
1 1 35
1 1 35
1 1 36
1 1 36
1 1 36
1 1 38
1 1 38
1 1 38
1 1 35
1 1 37
1 1 37
1 1 37
1 1 39
1 1 39
1 1 39
1 1 35
3 1 0
3 1 0
3 1 0
1 1 0
1 1 0
14 1
1 0 
4 1 12
2 1 12
4 1 13
4 1 13
2 1 13
1 1 12
1 1 12
1 1 12
1 1 13
1 1 13
1 1 13
1 1 0
1 1 0
14 1
3 0 
3 1 12
3 1 12
3 1 13
3 1 13
2 1 12
3 1 13
1 1 13
1 1 12
1 1 12
1 1 13
1 1 13
3 1 0
3 1 0
31 1
3 0 
1 1 27
3 1 27
3 1 27
3 1 27
3 1 28
3 1 28
3 1 28
3 1 28
3 1 28
1 1 28
3 1 27
3 1 29
1 1 29
3 1 29
3 1 29
1 1 29
3 1 27
3 1 30
3 1 27
1 1 27
1 1 28
1 1 28
1 1 28
1 1 29
1 1 30
1 1 30
3 1 0
3 1 0
3 1 0
1 1 0
15 1
1 0 
4 1 12
1 1 12
4 1 13
1 1 13
4 1 14
1 1 14
1 1 12
1 1 13
1 1 13
1 1 14
1 1 14
1 1 0
1 1 0
1 1 0
18 1
1 0 
4 1 0
3 1 14
1 1 14
1 1 14
3 1 15
1 1 15
1 1 15
3 1 16
1 1 16
1 1 16
3 1 17
1 1 17
1 1 17
1 1 0
1 1 0
1 1 0
1 1 0
16 1
1 0 
4 1 14
4 1 15
3 1 13
3 1 13
3 1 14
1 1 13
1 1 14
1 1 14
1 1 15
1 1 15
1 1 13
1 1 14
3 1 0
1 1 0
1 1 0
37 1
3 0 
3 1 33
3 1 33
3 1 34
3 1 34
3 1 34
3 1 34
3 1 34
4 1 36
3 1 33
3 1 33
3 1 33
3 1 35
3 1 35
3 1 35
4 1 35
3 1 33
1 1 33
1 1 34
1 1 34
1 1 34
1 1 34
1 1 36
1 1 36
1 1 36
1 1 33
1 1 33
1 1 35
1 1 35
1 1 35
1 1 35
1 1 35
1 1 33
3 1 0
3 1 0
1 1 0
1 1 0
31 1
1 0 
4 1 27
1 1 27
2 1 27
4 1 28
4 1 28
1 1 28
2 1 27
4 1 29
4 1 29
1 1 29
2 1 27
4 1 30
4 1 30
1 1 30
1 1 28
1 1 28
1 1 28
1 1 28
1 1 29
1 1 29
1 1 29
1 1 29
1 1 30
1 1 30
1 1 30
1 1 30
2 1 0
1 1 0
1 1 0
1 1 0
98 1
1 0 
2 1 89
3 1 89
3 1 89
2 1 89
2 1 89
3 1 89
3 1 89
3 1 89
3 1 89
3 1 89
3 1 89
2 1 89
4 1 96
3 1 90
3 1 90
3 1 90
3 1 90
2 1 90
2 1 90
3 1 90
3 1 90
2 1 90
3 1 90
3 1 90
3 1 90
3 1 92
3 1 92
3 1 92
3 1 92
3 1 92
3 1 90
4 1 91
1 1 91
1 1 91
2 1 91
1 1 91
4 1 92
1 1 92
1 1 92
2 1 92
1 1 92
3 1 90
2 1 90
4 1 97
3 1 90
3 1 89
3 1 89
3 1 89
3 1 89
3 1 89
3 1 95
3 1 95
3 1 95
3 1 89
4 1 93
1 1 93
1 1 93
2 1 93
1 1 93
4 1 94
1 1 94
1 1 94
2 1 94
1 1 94
1 1 89
1 1 89
1 1 89
1 1 89
1 1 96
1 1 96
1 1 96
1 1 90
1 1 90
1 1 90
1 1 90
1 1 90
1 1 92
1 1 92
1 1 92
1 1 97
1 1 97
1 1 97
1 1 90
1 1 89
1 1 89
1 1 95
1 1 95
1 1 95
3 1 0
3 1 0
1 1 0
1 1 0
1 1 0
1 1 0
3 1 0
1 1 0
1 1 0
26 1
3 0 
3 1 23
3 1 23
3 1 24
1 1 24
3 1 24
3 1 24
1 1 24
3 1 23
1 1 23
3 1 23
3 1 23
3 1 25
1 1 25
3 1 25
3 1 25
1 1 25
3 1 25
1 1 25
1 1 23
1 1 24
1 1 23
1 1 25
3 1 0
3 1 0
3 1 0
16 1
1 0 
4 1 14
1 1 14
4 1 15
1 1 15
4 1 13
2 1 13
1 1 14
1 1 15
1 1 15
1 1 13
1 1 13
1 1 13
1 1 0
1 1 0
1 1 0
13 1
3 0 
3 1 10
3 1 11
3 1 11
3 1 12
2 1 10
1 1 10
1 1 11
1 1 11
1 1 12
3 1 0
3 1 0
3 1 0
93 1
1 0 
4 1 90
3 1 88
3 1 88
3 1 88
3 1 88
3 1 88
3 1 88
4 1 88
1 1 88
1 1 88
2 1 88
3 1 88
3 1 88
3 1 89
3 1 89
3 1 88
3 1 88
2 1 89
2 1 89
3 1 89
3 1 89
3 1 89
3 1 89
3 1 89
3 1 89
4 1 91
3 1 89
3 1 89
3 1 85
3 1 85
2 1 85
2 1 85
3 1 85
3 1 85
2 1 85
3 1 85
3 1 85
3 1 85
3 1 85
3 1 85
3 1 85
3 1 85
3 1 85
4 1 86
1 1 86
1 1 86
2 1 86
1 1 86
4 1 87
1 1 87
1 1 87
2 1 87
1 1 87
3 1 89
4 1 92
3 1 89
1 1 90
1 1 90
1 1 90
1 1 88
1 1 88
1 1 88
1 1 88
1 1 88
1 1 89
1 1 88
1 1 88
1 1 89
1 1 89
1 1 89
1 1 91
1 1 91
1 1 91
1 1 89
1 1 85
1 1 85
1 1 85
1 1 85
1 1 85
1 1 85
1 1 92
1 1 92
1 1 92
1 1 89
3 1 0
1 1 0
1 1 0
3 1 0
3 1 0
1 1 0
1 1 0
1 1 0
41 1
3 0 
2 1 38
2 1 38
3 1 38
3 1 38
3 1 39
3 1 39
4 1 39
3 1 38
3 1 38
3 1 38
1 1 38
1 1 38
3 1 40
3 1 37
2 1 37
3 1 37
3 1 37
3 1 37
3 1 37
3 1 40
3 1 40
3 1 40
3 1 40
1 1 38
1 1 39
1 1 39
1 1 39
1 1 39
1 1 38
1 1 37
1 1 37
1 1 37
1 1 37
1 1 40
1 1 40
1 1 40
3 1 0
3 1 0
1 1 0
3 1 0
38 1
3 0 
3 1 33
3 1 33
2 1 33
3 1 33
3 1 34
2 1 34
3 1 34
3 1 33
2 1 33
3 1 33
3 1 35
2 1 35
3 1 35
1 1 35
3 1 37
3 1 36
3 1 36
3 1 36
2 1 36
3 1 36
2 1 36
3 1 37
1 1 33
1 1 33
1 1 34
1 1 34
1 1 35
1 1 36
1 1 36
1 1 36
1 1 36
1 1 37
3 1 0
3 1 0
3 1 0
3 1 0
3 1 0
20 1
3 0 
3 1 17
1 1 17
3 1 18
1 1 18
3 1 18
1 1 18
3 1 18
1 1 18
3 1 17
1 1 17
3 1 17
2 1 17
4 1 19
1 1 19
1 1 19
1 1 19
3 1 0
3 1 0
1 1 0
23 1
3 0 
2 1 19
4 1 22
3 1 19
3 1 19
3 1 20
3 1 20
3 1 20
3 1 19
3 1 21
1 1 21
1 1 21
1 1 22
1 1 22
1 1 22
1 1 19
1 1 20
1 1 20
1 1 20
3 1 0
3 1 0
1 1 0
1 1 0
21 1
3 0 
3 1 18
3 1 18
3 1 19
3 1 19
3 1 20
3 1 20
3 1 20
1 1 20
2 1 19
3 1 19
3 1 18
1 1 18
1 1 18
1 1 19
1 1 20
1 1 20
1 1 18
3 1 0
3 1 0
3 1 0
23 1
3 0 
1 1 20
3 1 20
4 1 22
4 1 22
3 1 21
3 1 21
3 1 21
3 1 21
3 1 20
3 1 20
2 1 20
1 1 22
1 1 22
1 1 22
1 1 22
1 1 21
1 1 21
1 1 21
1 1 20
3 1 0
3 1 0
1 1 0
87 1
3 0 
3 1 83
3 1 83
3 1 83
3 1 84
3 1 84
3 1 84
3 1 83
3 1 83
3 1 83
3 1 83
3 1 83
2 1 83
2 1 83
2 1 83
3 1 85
3 1 85
3 1 85
3 1 85
3 1 85
3 1 85
2 1 83
2 1 83
3 1 85
3 1 85
3 1 85
3 1 85
2 1 81
2 1 81
3 1 81
3 1 81
2 1 81
2 1 81
2 1 81
3 1 85
3 1 85
3 1 81
3 1 81
3 1 86
3 1 81
3 1 81
3 1 81
3 1 81
3 1 81
3 1 81
4 1 81
1 1 81
1 1 81
2 1 81
1 1 81
4 1 82
1 1 82
1 1 82
2 1 82
1 1 82
4 1 83
1 1 83
1 1 83
2 1 83
1 1 83
4 1 84
1 1 84
1 1 84
2 1 84
1 1 84
1 1 83
1 1 83
1 1 84
1 1 84
1 1 83
1 1 85
1 1 85
1 1 85
1 1 85
1 1 85
1 1 85
1 1 86
1 1 86
1 1 81
1 1 81
1 1 81
3 1 0
1 1 0
3 1 0
1 1 0
3 1 0
1 1 0
19 1
1 0 
2 1 16
4 1 16
4 1 16
4 1 17
4 1 18
1 1 16
1 1 16
1 1 16
1 1 16
1 1 17
1 1 17
1 1 17
1 1 18
1 1 18
1 1 18
1 1 0
1 1 0
1 1 0
20 1
1 0 
4 1 18
4 1 18
4 1 19
4 1 17
2 1 17
2 1 17
1 1 17
1 1 18
1 1 18
1 1 18
1 1 18
1 1 19
1 1 19
1 1 19
1 1 17
1 1 17
1 1 0
1 1 0
1 1 0
9 1
1 0 
3 1 7
1 1 7
1 1 7
3 1 8
1 1 8
1 1 8
1 1 0
1 1 0
24 1
1 0 
4 1 0
4 1 22
1 1 22
4 1 23
1 1 23
4 1 20
2 1 20
4 1 21
2 1 21
1 1 22
1 1 22
1 1 23
1 1 23
1 1 20
1 1 20
1 1 20
1 1 21
1 1 21
1 1 21
1 1 0
1 1 0
1 1 0
1 1 0
34 1
1 0 
4 1 31
3 1 29
3 1 29
4 1 29
4 1 32
4 1 33
3 1 29
3 1 29
3 1 30
3 1 30
3 1 30
3 1 30
3 1 29
1 1 31
1 1 31
1 1 31
1 1 29
1 1 32
1 1 32
1 1 32
1 1 33
1 1 33
1 1 33
1 1 29
1 1 30
1 1 30
1 1 30
1 1 30
3 1 0
3 1 0
1 1 0
1 1 0
1 1 0
48 1
3 0 
4 1 47
1 1 47
1 1 47
3 1 44
3 1 44
3 1 44
3 1 44
3 1 44
3 1 44
2 1 44
3 1 45
3 1 45
3 1 45
3 1 45
3 1 45
3 1 45
2 1 43
2 1 43
3 1 43
3 1 46
3 1 46
3 1 43
2 1 43
3 1 43
3 1 43
3 1 43
1 1 43
2 1 43
1 1 44
1 1 44
1 1 44
1 1 44
1 1 44
1 1 45
1 1 45
1 1 45
1 1 45
1 1 46
1 1 46
1 1 43
1 1 43
1 1 43
3 1 0
3 1 0
3 1 0
3 1 0
1 1 0
49 1
1 0 
3 1 44
3 1 44
3 1 44
3 1 44
3 1 44
1 1 44
2 1 44
4 1 47
4 1 47
4 1 47
4 1 48
3 1 44
3 1 44
3 1 45
1 1 45
2 1 45
4 1 45
3 1 45
3 1 45
3 1 45
3 1 46
3 1 46
3 1 46
1 1 44
1 1 44
1 1 44
1 1 47
1 1 47
1 1 47
1 1 47
1 1 47
1 1 47
1 1 48
1 1 48
1 1 48
1 1 44
1 1 45
1 1 45
1 1 45
1 1 45
1 1 46
1 1 46
1 1 46
3 1 0
1 1 0
3 1 0
1 1 0
1 1 0
37 1
3 0 
3 1 33
3 1 33
3 1 33
3 1 33
3 1 33
3 1 33
3 1 34
3 1 34
3 1 34
2 1 33
4 1 34
3 1 34
1 1 34
3 1 35
3 1 35
3 1 35
3 1 35
3 1 35
3 1 35
3 1 36
1 1 36
1 1 33
1 1 33
1 1 33
1 1 33
1 1 34
1 1 34
1 1 34
1 1 35
1 1 35
1 1 35
1 1 35
3 1 0
3 1 0
3 1 0
3 1 0
43 1
3 0 
4 1 41
2 1 41
3 1 41
1 1 41
3 1 41
3 1 41
3 1 42
3 1 42
3 1 41
3 1 41
3 1 39
3 1 39
3 1 39
3 1 39
2 1 39
3 1 39
3 1 39
3 1 40
3 1 40
3 1 40
3 1 40
2 1 40
3 1 40
3 1 40
1 1 42
1 1 42
1 1 41
1 1 41
1 1 39
1 1 39
1 1 39
1 1 39
1 1 39
1 1 40
1 1 40
1 1 40
1 1 40
1 1 40
3 1 0
3 1 0
3 1 0
3 1 0
22 1
3 0 
4 1 21
4 1 21
3 1 19
3 1 19
3 1 20
3 1 20
3 1 20
3 1 19
1 1 21
1 1 21
1 1 21
1 1 21
1 1 21
1 1 19
1 1 20
1 1 20
1 1 20
1 1 19
3 1 0
3 1 0
1 1 0
14 1
1 0 
3 1 11
3 1 12
1 1 12
3 1 12
3 1 13
1 1 11
1 1 11
1 1 12
1 1 13
1 1 13
1 1 0
3 1 0
1 1 0
15 1
3 0 
3 1 12
3 1 12
2 1 12
3 1 13
3 1 13
3 1 14
1 1 12
1 1 12
1 1 13
1 1 13
1 1 14
3 1 0
3 1 0
3 1 0
18 1
1 0 
4 1 14
4 1 15
4 1 16
2 1 16
4 1 17
1 1 14
1 1 14
1 1 15
1 1 15
1 1 16
1 1 16
1 1 17
1 1 17
1 1 0
1 1 0
1 1 0
1 1 0
17 1
3 0 
4 1 14
2 1 14
3 1 15
3 1 15
3 1 16
3 1 16
2 1 15
1 1 14
1 1 14
1 1 14
1 1 15
1 1 16
1 1 16
1 1 0
3 1 0
3 1 0
17 1
3 0 
3 1 14
1 1 14
3 1 14
2 1 14
3 1 15
1 1 15
3 1 15
1 1 15
3 1 16
1 1 16
3 1 16
1 1 16
1 1 14
3 1 0
3 1 0
3 1 0
17 1
1 0 
3 1 14
3 1 14
4 1 16
3 1 15
3 1 15
1 1 14
1 1 14
1 1 16
1 1 16
1 1 16
1 1 15
1 1 15
1 1 15
1 1 0
1 1 0
1 1 0
16 1
1 0 
3 1 13
3 1 13
4 1 14
4 1 15
1 1 13
1 1 13
1 1 14
1 1 14
1 1 14
1 1 15
1 1 15
1 1 15
1 1 0
1 1 0
1 1 0
33 1
1 0 
2 1 28
4 1 31
3 1 28
3 1 28
3 1 30
4 1 30
3 1 29
3 1 29
3 1 30
3 1 28
3 1 28
2 1 28
4 1 32
1 1 31
1 1 31
1 1 31
1 1 28
1 1 30
1 1 30
1 1 29
1 1 29
1 1 29
1 1 30
1 1 28
1 1 32
1 1 32
1 1 32
3 1 0
1 1 0
1 1 0
1 1 0
1 1 0
29 1
3 0 
3 1 25
3 1 25
3 1 25
3 1 25
3 1 26
3 1 26
3 1 26
1 1 26
3 1 26
3 1 26
3 1 27
3 1 27
3 1 27
3 1 27
3 1 28
1 1 28
1 1 25
1 1 25
1 1 25
1 1 26
1 1 26
1 1 27
1 1 27
1 1 27
3 1 0
3 1 0
3 1 0
3 1 0
118 1
1 0 
3 1 110
2 1 110
1 1 110
4 1 110
4 1 110
4 1 110
3 1 110
1 1 110
2 1 110
4 1 114
4 1 114
4 1 114
4 1 114
4 1 115
4 1 115
4 1 115
4 1 114
4 1 114
4 1 114
4 1 116
4 1 117
4 1 111
2 1 111
4 1 111
4 1 111
4 1 111
4 1 111
4 1 111
2 1 111
4 1 112
4 1 112
2 1 112
4 1 112
4 1 112
3 1 112
2 1 113
3 1 113
1 1 113
4 1 113
4 1 113
4 1 113
3 1 113
2 1 113
1 1 113
3 1 113
2 1 113
1 1 113
3 1 110
2 1 110
1 1 110
1 1 110
1 1 110
1 1 110
1 1 110
1 1 110
1 1 110
1 1 114
1 1 114
1 1 114
1 1 114
1 1 114
1 1 114
1 1 114
1 1 115
1 1 115
1 1 115
1 1 115
1 1 115
1 1 115
1 1 115
1 1 114
1 1 114
1 1 114
1 1 114
1 1 116
1 1 116
1 1 116
1 1 117
1 1 117
1 1 111
1 1 111
1 1 111
1 1 111
1 1 111
1 1 111
1 1 111
1 1 111
1 1 111
1 1 111
1 1 111
1 1 111
1 1 112
1 1 112
1 1 112
1 1 112
1 1 112
1 1 112
1 1 112
1 1 112
1 1 112
1 1 112
1 1 113
1 1 113
1 1 113
1 1 113
1 1 113
1 1 113
1 1 113
1 1 110
1 1 0
1 1 0
1 1 0
1 1 0
1 1 0
1 1 0
1 1 0
1 1 0
3 1
1 0 
1 1 0
1 1 0
9 0
1 0 
3 1 7
1 1 7
3 1 8
1 1 8
1 1 8
1 1 7
1 1 0
1 1 0
29 0
1 0 
1 1 26
4 1 26
2 1 26
4 1 26
2 1 26
4 1 27
2 1 25
4 1 25
3 1 25
1 1 25
3 1 25
4 1 28
1 1 26
1 1 26
1 1 26
1 1 27
1 1 27
1 1 27
1 1 25
1 1 25
1 1 25
1 1 28
1 1 28
1 1 28
1 1 0
1 1 0
1 1 0
1 1 0
36 0
1 0 
3 1 32
3 1 32
3 1 32
3 1 32
3 1 33
3 1 33
4 1 33
4 1 35
3 1 31
3 1 31
2 1 31
3 1 31
3 1 31
3 1 34
2 1 31
1 1 32
1 1 32
1 1 32
1 1 32
1 1 33
1 1 33
1 1 33
1 1 35
1 1 35
1 1 31
1 1 31
1 1 31
1 1 34
1 1 34
1 1 31
3 1 0
3 1 0
1 1 0
1 1 0
1 1 0
29 0
1 0 
3 1 25
1 1 25
3 1 25
1 1 25
4 1 25
1 1 25
4 1 26
4 1 26
4 1 26
1 1 26
4 1 27
1 1 27
4 1 27
4 1 27
1 1 27
4 1 28
1 1 28
1 1 28
1 1 26
1 1 26
1 1 26
1 1 26
1 1 27
1 1 27
1 1 0
1 1 0
1 1 0
1 1 0
27 0
1 0 
1 1 23
4 1 23
3 1 23
1 1 23
3 1 23
1 1 23
4 1 25
1 1 25
4 1 24
3 1 24
3 1 24
4 1 26
1 1 26
4 1 26
4 1 25
1 1 25
1 1 25
1 1 24
1 1 24
1 1 24
1 1 26
1 1 26
1 1 0
1 1 0
1 1 0
1 1 0
23 0
1 0 
4 1 20
1 1 20
2 1 20
4 1 21
2 1 20
4 1 22
2 1 19
3 1 19
3 1 19
1 1 19
1 1 19
1 1 21
1 1 21
1 1 21
1 1 22
1 1 22
1 1 22
1 1 19
1 1 0
2 1 0
1 1 0
1 1 0
42 0
1 0 
4 1 41
4 1 41
3 1 37
4 1 37
3 1 37
1 1 37
2 1 37
4 1 38
3 1 38
1 1 38
2 1 38
1 1 38
3 1 39
4 1 39
3 1 39
1 1 39
2 1 39
1 1 39
4 1 40
3 1 40
1 1 40
2 1 40
1 1 40
1 1 41
1 1 41
1 1 41
1 1 41
1 1 37
1 1 37
1 1 37
1 1 38
1 1 38
1 1 39
1 1 39
1 1 40
1 1 40
1 1 0
1 1 0
1 1 0
1 1 0
1 1 0
32 0
1 0 
4 1 28
1 1 28
3 1 28
1 1 28
3 1 28
1 1 28
4 1 29
1 1 29
4 1 29
1 1 29
1 1 29
4 1 29
4 1 30
4 1 30
4 1 31
4 1 31
4 1 30
2 1 30
4 1 30
1 1 29
1 1 30
1 1 30
1 1 31
1 1 31
1 1 31
1 1 30
1 1 30
1 1 0
1 1 0
4 1 0
1 1 0
22 0
1 0 
4 1 19
1 1 19
4 1 19
1 1 19
4 1 20
1 1 20
4 1 20
1 1 20
4 1 21
1 1 21
4 1 21
1 1 21
1 1 19
1 1 19
1 1 20
1 1 20
1 1 21
1 1 21
1 1 0
1 1 0
1 1 0
